x,y,z,intensity,semantic_class
17.577,7.019,0.863,0.343,3
17.141,7.070,1.769,0.442,3
14.825,7.479,2.384,0.276,3
11.036,7.032,2.361,0.406,3
15.554,7.466,2.852,0.354,3
15.823,7.376,0.605,0.330,3
10.829,7.165,0.838,0.414,3
14.357,7.410,1.566,0.492,3
14.647,7.064,2.003,0.226,3
17.248,7.156,2.462,0.463,3
12.086,7.215,0.940,0.303,3
16.842,7.440,2.123,0.233,3
14.201,7.292,3.171,0.358,3
17.556,7.265,0.583,0.470,3
15.975,7.083,1.090,0.393,3
14.869,7.475,0.388,0.480,3
11.076,7.315,1.343,0.360,3
11.768,7.059,1.925,0.308,3
13.567,7.324,2.082,0.227,3
15.888,7.081,1.418,0.305,3
15.021,7.230,1.511,0.321,3
14.203,7.355,1.153,0.453,3
12.469,7.023,3.198,0.239,3
11.230,7.351,1.671,0.272,3
14.844,7.404,1.071,0.498,3
13.127,7.367,2.268,0.442,3
15.853,7.469,1.613,0.447,3
17.715,7.490,2.641,0.379,3
17.422,7.303,0.256,0.466,3
12.813,7.052,1.516,0.455,3
14.704,7.384,3.215,0.338,3
14.315,7.126,1.705,0.430,3
13.285,7.153,3.429,0.324,3
17.479,7.338,3.402,0.428,3
12.124,7.346,0.627,0.443,3
13.067,7.439,2.578,0.481,3
11.456,7.436,2.058,0.393,3
16.503,7.231,0.766,0.496,3
13.261,7.126,2.829,0.368,3
12.349,7.092,0.118,0.229,3
16.405,7.407,0.307,0.257,3
15.543,7.110,1.064,0.214,3
10.532,7.273,3.048,0.492,3
11.292,7.041,2.605,0.396,3
13.133,7.041,1.928,0.473,3
13.306,7.043,0.025,0.255,3
16.664,7.351,1.320,0.271,3
16.920,7.484,2.456,0.276,3
14.612,7.110,0.457,0.475,3
12.798,7.116,2.059,0.209,3
14.048,7.479,2.657,0.410,3
13.972,7.223,3.216,0.406,3
12.082,7.260,0.428,0.221,3
10.143,7.289,1.961,0.500,3
12.171,7.449,1.587,0.486,3
17.340,7.127,0.976,0.495,3
10.280,7.311,2.980,0.267,3
14.503,7.096,3.406,0.404,3
13.871,7.064,0.603,0.433,3
13.720,7.007,0.957,0.223,3
11.539,7.404,0.937,0.225,3
13.718,7.350,1.785,0.247,3
10.292,7.442,3.035,0.347,3
10.703,7.390,1.396,0.407,3
10.659,7.412,1.605,0.266,3
16.919,7.049,1.410,0.281,3
